field_id,color_class,deltaW
633,117,0 -1 0 -1 0;0 0 2 0 0;-1 -1 0 -1 -1;1 1 1 0 4;1 1 1 1 0
634,38,0 -1 0 -1 0;0 0 2 0 0;0 0 0 0 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
635,226,0 -1 0 -1 0;0 0 2 0 0;0 0 0 0 0;-1 -1 -1 0 2;-1 -1 -1 -1 0
636,167,0 -1 0 -1 0;0 0 2 0 0;1 1 0 1 1;-1 -1 -1 0 0;1 1 1 1 0
637,162,0 -1 0 -1 0;0 0 2 0 0;1 1 0 1 1;0 0 0 0 2;1 1 1 1 0
638,202,0 -1 0 -1 0;0 0 2 0 0;1 1 0 1 1;1 1 1 0 4;-1 -1 -1 -1 0
639,202,0 -1 0 -1 0;0 0 2 0 0;1 1 0 1 1;1 1 1 0 4;0 0 0 0 0
640,88,0 -1 0 -1 0;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
641,111,0 -1 0 -1 0;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
642,188,0 -1 0 -1 0;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;3 3 3 3 0
643,123,0 -1 0 -1 0;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
644,123,0 -1 0 -1 0;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
645,112,0 -1 0 -1 0;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;1 1 1 1 0
646,389,0 -1 0 -1 0;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;3 3 3 3 0
647,128,0 -1 0 -1 0;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
648,382,0 -1 0 -1 0;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 2;0 0 0 0 0
649,150,0 -1 0 -1 0;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 2;1 1 1 1 0
650,173,0 -1 0 -1 0;1 0 4 1 1;-1 -1 0 -1 -1;0 0 0 0 2;1 1 1 1 0
651,82,0 -1 0 -1 0;1 0 4 1 1;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
652,82,0 -1 0 -1 0;1 0 4 1 1;-1 -1 0 -1 -1;1 1 1 0 4;0 0 0 0 0
653,383,0 -1 0 -1 0;1 0 4 1 1;-1 -1 0 -1 -1;3 3 3 0 6;-1 -1 -1 -1 0
654,111,0 -1 0 -1 0;1 0 4 1 1;0 0 0 0 0;-1 -1 -1 0 0;1 1 1 1 0
655,173,0 -1 0 -1 0;1 0 4 1 1;0 0 0 0 0;0 0 0 0 2;1 1 1 1 0
656,82,0 -1 0 -1 0;1 0 4 1 1;0 0 0 0 0;1 1 1 0 4;-1 -1 -1 -1 0
657,82,0 -1 0 -1 0;1 0 4 1 1;0 0 0 0 0;1 1 1 0 4;0 0 0 0 0
658,94,0 -1 0 -1 0;1 0 4 1 1;1 1 0 1 1;-1 -1 -1 0 0;-1 -1 -1 -1 0
659,103,0 -1 0 -1 0;1 0 4 1 1;1 1 0 1 1;0 0 0 0 2;-1 -1 -1 -1 0
660,419,0 -1 0 -1 0;3 0 6 3 3;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
661,329,0 -1 0 -1 0;3 0 6 3 3;-1 -1 0 -1 -1;-1 -1 -1 0 0;1 1 1 1 0
662,665,0 -1 0 -1 0;3 0 6 3 3;-1 -1 0 -1 -1;-1 -1 -1 0 0;3 3 3 3 0
663,363,0 -1 0 -1 0;3 0 6 3 3;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
664,666,0 -1 0 -1 0;3 0 6 3 3;-1 -1 0 -1 -1;3 3 3 0 6;-1 -1 -1 -1 0
665,150,0 -1 0 -1 0;3 0 6 3 3;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
666,150,0 -1 0 -1 0;3 0 6 3 3;0 0 0 0 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
667,330,0 -1 1 -1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
668,330,0 -1 1 -1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
669,136,0 -1 1 -1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
670,331,0 -1 1 -1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
671,169,0 -1 1 -1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
672,175,0 -1 1 -1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
673,330,0 -1 1 -1 1;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
674,343,0 -1 1 -1 1;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;0 0 0 0 0
675,186,0 -1 1 -1 1;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;2 2 2 2 0
676,77,0 -1 1 -1 1;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
677,332,0 -1 1 -1 1;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 1;0 0 0 0 0
678,188,0 -1 1 -1 1;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 1;2 2 2 2 0
679,175,0 -1 1 -1 1;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 3;-1 -1 -1 -1 0
680,180,0 -1 1 -1 1;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 3;0 0 0 0 0
681,170,0 -1 1 -1 1;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 3;2 2 2 2 0
682,416,0 -1 1 -1 1;-1 0 -1 -1 -1;0 0 0 0 0;2 2 2 0 5;-1 -1 -1 -1 0
683,171,0 -1 1 -1 1;-1 0 -1 -1 -1;0 0 0 0 0;2 2 2 0 5;0 0 0 0 0
684,138,0 -1 1 -1 1;-1 0 -1 -1 -1;1 1 0 1 1;-1 -1 -1 0 1;-1 -1 -1 -1 0
685,140,0 -1 1 -1 1;-1 0 -1 -1 -1;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
686,186,0 -1 1 -1 1;-1 0 -1 -1 -1;2 2 0 2 2;-1 -1 -1 0 -1;0 0 0 0 0
687,526,0 -1 1 -1 1;-1 0 -1 -1 -1;2 2 0 2 2;-1 -1 -1 0 -1;2 2 2 2 0
688,60,0 -1 1 -1 1;-1 0 -1 -1 -1;2 2 0 2 2;-1 -1 -1 0 1;0 0 0 0 0
689,143,0 -1 1 -1 1;-1 0 -1 -1 -1;2 2 0 2 2;-1 -1 -1 0 1;1 1 1 1 0
690,527,0 -1 1 -1 1;-1 0 -1 -1 -1;2 2 0 2 2;-1 -1 -1 0 1;2 2 2 2 0
691,85,0 -1 1 -1 1;-1 0 -1 -1 -1;2 2 0 2 2;0 0 0 0 3;-1 -1 -1 -1 0
692,528,0 -1 1 -1 1;-1 0 -1 -1 -1;2 2 0 2 2;2 2 2 0 5;-1 -1 -1 -1 0
693,333,0 -1 1 -1 1;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
694,48,0 -1 1 -1 1;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
695,144,0 -1 1 -1 1;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
696,209,0 -1 1 -1 1;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
697,187,0 -1 1 -1 1;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
698,154,0 -1 1 -1 1;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;1 1 1 1 0
699,147,0 -1 1 -1 1;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;2 2 2 2 0
700,333,0 -1 1 -1 1;-1 0 1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
701,187,0 -1 1 -1 1;-1 0 1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 1;0 0 0 0 0
702,67,0 -1 1 -1 1;-1 0 1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
703,67,0 -1 1 -1 1;-1 0 1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
704,198,0 -1 1 -1 1;-1 0 1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 3;2 2 2 2 0
705,107,0 -1 1 -1 1;-1 0 1 -1 -1;-1 -1 0 -1 -1;2 2 2 0 5;-1 -1 -1 -1 0
706,141,0 -1 1 -1 1;-1 0 1 -1 -1;-1 -1 0 -1 -1;2 2 2 0 5;2 2 2 2 0
707,155,0 -1 1 -1 1;-1 0 1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
708,334,0 -1 1 -1 1;-1 0 1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;0 0 0 0 0
709,100,0 -1 1 -1 1;-1 0 1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;2 2 2 2 0
710,160,0 -1 1 -1 1;-1 0 1 -1 -1;0 0 0 0 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
711,59,0 -1 1 -1 1;-1 0 1 -1 -1;0 0 0 0 0;-1 -1 -1 0 1;0 0 0 0 0
712,148,0 -1 1 -1 1;-1 0 1 -1 -1;0 0 0 0 0;-1 -1 -1 0 1;2 2 2 2 0
713,200,0 -1 1 -1 1;-1 0 1 -1 -1;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 -1 0
714,203,0 -1 1 -1 1;-1 0 1 -1 -1;0 0 0 0 0;0 0 0 0 3;-1 -1 -1 -1 0
715,88,0 -1 1 -1 1;-1 0 1 -1 -1;0 0 0 0 0;0 0 0 0 3;0 0 0 0 0
716,198,0 -1 1 -1 1;-1 0 1 -1 -1;0 0 0 0 0;0 0 0 0 3;2 2 2 2 0
717,210,0 -1 1 -1 1;-1 0 1 -1 -1;0 0 0 0 0;2 2 2 0 5;-1 -1 -1 -1 0
718,107,0 -1 1 -1 1;-1 0 1 -1 -1;0 0 0 0 0;2 2 2 0 5;0 0 0 0 0
719,149,0 -1 1 -1 1;-1 0 1 -1 -1;1 1 0 1 1;-1 -1 -1 0 -1;2 2 2 2 0
720,172,0 -1 1 -1 1;-1 0 1 -1 -1;1 1 0 1 1;-1 -1 -1 0 1;-1 -1 -1 -1 0
721,187,0 -1 1 -1 1;-1 0 1 -1 -1;2 2 0 2 2;-1 -1 -1 0 -1;0 0 0 0 0
722,529,0 -1 1 -1 1;-1 0 1 -1 -1;2 2 0 2 2;-1 -1 -1 0 -1;2 2 2 2 0
723,150,0 -1 1 -1 1;-1 0 1 -1 -1;2 2 0 2 2;-1 -1 -1 0 1;-1 -1 -1 -1 0
724,151,0 -1 1 -1 1;-1 0 1 -1 -1;2 2 0 2 2;-1 -1 -1 0 1;0 0 0 0 0
725,47,0 -1 1 -1 1;-1 0 1 -1 -1;2 2 0 2 2;-1 -1 -1 0 1;2 2 2 2 0
726,94,0 -1 1 -1 1;-1 0 1 -1 -1;2 2 0 2 2;0 0 0 0 3;-1 -1 -1 -1 0
727,55,0 -1 1 -1 1;-1 0 1 -1 -1;2 2 0 2 2;2 2 2 0 5;-1 -1 -1 -1 0
728,331,0 -1 1 -1 1;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
729,196,0 -1 1 -1 1;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
730,186,0 -1 1 -1 1;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
731,160,0 -1 1 -1 1;0 0 1 0 0;0 0 0 0 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
732,174,0 -1 1 -1 1;0 0 1 0 0;0 0 0 0 0;0 0 0 0 1;0 0 0 0 0
733,146,0 -1 1 -1 1;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
734,146,0 -1 1 -1 1;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
735,45,0 -1 1 -1 1;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
736,138,0 -1 1 -1 1;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
737,176,0 -1 1 -1 1;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
738,48,0 -1 1 -1 1;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;2 2 2 2 0
739,191,0 -1 1 -1 1;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
740,87,0 -1 1 -1 1;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
741,74,0 -1 1 -1 1;0 0 3 0 0;-1 -1 0 -1 -1;2 2 2 0 5;-1 -1 -1 -1 0
742,189,0 -1 1 -1 1;0 0 3 0 0;0 0 0 0 0;-1 -1 -1 0 -1;0 0 0 0 0
743,108,0 -1 1 -1 1;0 0 3 0 0;0 0 0 0 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
744,102,0 -1 1 -1 1;0 0 3 0 0;0 0 0 0 0;-1 -1 -1 0 1;0 0 0 0 0
745,48,0 -1 1 -1 1;0 0 3 0 0;0 0 0 0 0;0 0 0 0 3;-1 -1 -1 -1 0
746,162,0 -1 1 -1 1;0 0 3 0 0;2 2 0 2 2;-1 -1 -1 0 -1;0 0 0 0 0
747,192,0 -1 1 -1 1;0 0 3 0 0;2 2 0 2 2;-1 -1 -1 0 1;-1 -1 -1 -1 0
748,192,0 -1 1 -1 1;0 0 3 0 0;2 2 0 2 2;-1 -1 -1 0 1;0 0 0 0 0
749,441,0 -1 1 -1 1;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
750,530,0 -1 1 -1 1;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
751,71,0 -1 1 -1 1;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
752,206,0 -1 1 -1 1;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
753,54,0 -1 1 -1 1;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 1;2 2 2 2 0
754,114,0 -1 1 -1 1;2 0 5 2 2;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
755,42,0 -1 1 -1 1;2 0 5 2 2;-1 -1 0 -1 -1;2 2 2 0 5;-1 -1 -1 -1 0
756,163,0 -1 1 -1 1;2 0 5 2 2;0 0 0 0 0;-1 -1 -1 0 -1;0 0 0 0 0
757,71,0 -1 1 -1 1;2 0 5 2 2;0 0 0 0 0;-1 -1 -1 0 1;0 0 0 0 0
758,156,0 -1 1 -1 1;2 0 5 2 2;2 2 0 2 2;-1 -1 -1 0 1;-1 -1 -1 -1 0
759,158,0 -1 2 -1 2;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
760,531,0 -1 2 -1 2;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
761,158,0 -1 2 -1 2;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
762,308,0 -1 2 -1 2;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
763,682,0 -1 2 -1 2;-1 0 -1 -1 -1;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
764,532,0 -1 2 -1 2;-1 0 -1 -1 -1;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
765,158,0 -1 2 -1 2;-1 0 0 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
766,158,0 -1 2 -1 2;-1 0 0 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
767,190,0 -1 2 -1 2;-1 0 0 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;1 1 1 1 0
768,308,0 -1 2 -1 2;-1 0 0 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
769,97,0 -1 2 -1 2;-1 0 0 -1 -1;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
770,170,0 -1 2 -1 2;-1 0 0 -1 -1;0 0 0 0 0;-1 -1 -1 0 2;-1 -1 -1 -1 0
771,158,0 -1 2 -1 2;-1 0 0 -1 -1;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 -1 0
772,254,0 -1 2 -1 2;-1 0 0 -1 -1;0 0 0 0 0;0 0 0 0 2;-1 -1 -1 -1 0
773,682,0 -1 2 -1 2;-1 0 0 -1 -1;0 0 0 0 0;1 1 1 0 4;-1 -1 -1 -1 0
774,188,0 -1 2 -1 2;-1 0 0 -1 -1;1 1 0 1 1;-1 -1 -1 0 0;-1 -1 -1 -1 0
775,126,0 -1 2 -1 2;-1 0 0 -1 -1;1 1 0 1 1;-1 -1 -1 0 0;1 1 1 1 0
776,152,0 -1 2 -1 2;-1 0 0 -1 -1;1 1 0 1 1;-1 -1 -1 0 2;-1 -1 -1 -1 0
777,393,0 -1 2 -1 2;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
778,393,0 -1 2 -1 2;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
779,155,0 -1 2 -1 2;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
780,153,0 -1 2 -1 2;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;1 1 1 1 0
781,19,0 -1 2 -1 2;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
782,5,0 -1 2 -1 2;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 2;1 1 1 1 0
783,19,0 -1 2 -1 2;-1 0 2 -1 -1;-1 -1 0 -1 -1;0 0 0 0 2;0 0 0 0 0
784,5,0 -1 2 -1 2;-1 0 2 -1 -1;-1 -1 0 -1 -1;0 0 0 0 2;1 1 1 1 0
785,92,0 -1 2 -1 2;-1 0 2 -1 -1;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
786,101,0 -1 2 -1 2;-1 0 2 -1 -1;-1 -1 0 -1 -1;1 1 1 0 4;1 1 1 1 0
787,6,0 -1 2 -1 2;-1 0 2 -1 -1;1 1 0 1 1;-1 -1 -1 0 2;-1 -1 -1 -1 0
788,154,0 -1 2 -1 2;-1 0 2 -1 -1;1 1 0 1 1;-1 -1 -1 0 2;1 1 1 1 0
789,167,0 -1 2 -1 2;-1 0 2 -1 -1;1 1 0 1 1;1 1 1 0 4;-1 -1 -1 -1 0
790,158,0 -1 2 -1 2;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
791,158,0 -1 2 -1 2;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
792,254,0 -1 2 -1 2;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 2;-1 -1 -1 -1 0
793,255,0 -1 2 -1 2;0 0 2 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
794,255,0 -1 2 -1 2;0 0 2 0 0;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
795,19,0 -1 2 -1 2;0 0 2 0 0;-1 -1 0 -1 -1;0 0 0 0 2;-1 -1 -1 -1 0
796,19,0 -1 2 -1 2;0 0 2 0 0;0 0 0 0 0;-1 -1 -1 0 2;-1 -1 -1 -1 0
797,153,0 -1 2 -1 2;0 0 2 0 0;0 0 0 0 0;1 1 1 0 4;-1 -1 -1 -1 0
798,6,0 -1 2 -1 2;0 0 2 0 0;1 1 0 1 1;-1 -1 -1 0 2;-1 -1 -1 -1 0
799,683,0 -1 2 -1 2;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
800,70,0 -1 2 -1 2;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
801,683,0 -1 2 -1 2;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
802,113,0 -1 2 -1 2;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
803,171,0 -1 2 -1 2;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 2;1 1 1 1 0
804,161,0 -1 2 -1 2;1 0 4 1 1;-1 -1 0 -1 -1;0 0 0 0 2;0 0 0 0 0
805,146,0 -1 2 -1 2;1 0 4 1 1;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
806,118,0 -1 2 -1 2;1 0 4 1 1;1 1 0 1 1;-1 -1 -1 0 2;-1 -1 -1 -1 0
807,688,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
808,80,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
809,20,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
810,75,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
811,80,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
812,20,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;1 1 1 1 0
813,273,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
814,24,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
815,64,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 2;0 0 0 0 0
816,126,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;1 1 1 0 1;1 1 1 1 0
817,132,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;1 1 1 0 2;1 1 1 1 0
818,100,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
819,22,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
820,149,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 -1;0 0 0 0 0
821,128,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 -1;1 1 1 1 0
822,158,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 0;0 0 0 0 0
823,128,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 0;1 1 1 1 0
824,106,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
825,273,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 2;0 0 0 0 0
826,24,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 0 -1;0 0 0 0 0;-1 -1 -1 -1 0
827,80,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 0 -1;0 0 0 0 0;0 0 0 0 0
828,130,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 0 -1;0 0 0 0 0;1 1 1 1 0
829,62,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 0 -1;0 0 0 0 2;-1 -1 -1 -1 0
830,243,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
831,243,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
832,173,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 0;0 0 0 0 0
833,533,0 0 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
834,24,0 0 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;0 0 0 0 0
835,150,0 0 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
836,161,0 0 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 -1 0
837,20,0 0 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 0;1 1 1 1 0
838,143,0 0 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 2 0;0 0 0 0 0;-1 -1 -1 -1 0
839,164,0 0 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 1 1;-1 -1 -1 0 0;-1 -1 -1 -1 0
840,152,0 0 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 2 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
841,256,0 0 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 2 1;-1 -1 -1 0 -1;0 0 0 0 0
842,165,0 0 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 2 1;-1 -1 -1 0 -1;1 1 1 1 0
843,166,0 0 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 2 1;-1 -1 -1 0 0;1 1 1 1 0
844,111,0 0 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 2 1;1 1 1 0 1;-1 -1 -1 -1 0
845,37,0 0 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 4 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
846,257,0 0 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 4 1;-1 -1 -1 0 2;0 0 0 0 0
847,189,0 0 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 4 1;0 0 0 0 2;-1 -1 -1 -1 0
848,132,0 0 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 4 1;1 1 1 0 1;-1 -1 -1 -1 0
